Attack_ID,Attack_Name,Attack_Description,Category_Balanced,Category_Skewed,Constant_Flag,Redundant_Of_Category,Binary_Noisy,Risk_Score_Bucket,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text
285,Synthetic Exploit B5,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,True ,High,,,LZAPFKTD,twkfsiewpm
1119,Dummy Breach D7,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False ,High,,,K3F3NGW1,wpfmxdtpra
100,Test Escalation E4,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Rare3,Standard,Alpha, True,,,,8IXXTYJ3,bezxkytbfp
212,Test Escalation F1,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,Z2GGF588,tzjyccydfn
1167,Trial Hijack A5-1,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,True ,Low,,,T00SMY18,qwrwdodfdj
641,Fake Overflow C17-2,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,Low,,,BMFM3K8S,cgnijsuzuj
640,Demo Spoofing C16-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,HTN4ISRO,gepcsvrjic
689,Demo Spoofing C13,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha, False,,,,PZQFG7W9,jaimweuxmc
150,Trial Hijack A3,Se simula la explotación de un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False,Low,,,KPVPZRI3,rebgbalkxy
606,Demo Spoofing B14,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Rare3,Variant_B,Beta, True,High,,,P16N033T,vwpxsvtiht
812,Synthetic Exploit F5-2,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,False ,Medium,,,G6076VM7,qbsqqnrnql
998,Trial Hijack F6-1,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,false,Medium,,,ZRNFZJ7J,gyoklhbmdm
1037,Trial Hijack E1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,HYBTKYQC,inenaqogsn
333,Placeholder Attack C18-1,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,True ,,,,MOB6XRIA,odiqoxwmjq
126,Demo Spoofing B18-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,false,Medium,,,44TL4ACV,emflakqucw
836,Sample Bypass F3,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,J6RR1MU4,lkmdqgdrro
912,Placeholder Attack E0-2,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False,Critical,,,59LBAYQU,xpuxsvjipv
71,Placeholder Attack E12,Se simula la explotación de un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,RK10GKER,mnqeylnokz
23,Fake Overflow C8-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False,Medium,,,11F3KVB0,plwtyfmwrq
739,Demo Spoofing F12,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False ,,,,LIAKFGDY,cnvtdccbih
639,Dummy Breach D17-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,High,Evento raro C,,1TVZJGH9,cnizolbqvg
76,Sample Bypass F0-1,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,NOEGLYYR,lulgfihqcn
660,Synthetic Exploit F10-2,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,True ,,,,QIR1ABP7,cbxvthflhf
350,Synthetic Exploit C6-1,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,Medium,,,HNWTKLBO,edhirjtjsn
502,Generic Compromise F7,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False,,,,12JX21L2,bknfasolpp
978,Generic Compromise C0-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,true,Medium,,,N3CEQYH5,fzjjddtmlv
464,Mock Injection D14,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,KDO6XWQI,qcovgdxrcc
256,Trial Hijack E15,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False ,,,,N4FBC6JS,brkhhjkovm
270,Fake Overflow D16,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,False,Medium,,,M47VNVM0,mvesaoutfd
683,Dummy Breach B0,El escenario sintético representa una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False,Medium,,,CTP0NXWB,mtqoynqnkb
527,Trial Hijack E8,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,MVGYSCVX,nelrhijahu
31,Placeholder Attack D18,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,WR9QB6EG,iqboghglfg
1191,Placeholder Attack A3-1,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,JYE4VGM1,qkshbwkkdv
782,Generic Compromise D19-1,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma, False,,,,Q0IFFISU,vsthlskowo
642,Demo Spoofing A1-1,El escenario sintético representa un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True,Low,,,7ROCPV63,lgfmlkqvwe
401,Placeholder Attack C17-1,Caso ficticio generado para evaluar un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,True ,Critical,,,0T9EOJ4E,oarmnogapm
778,Test Escalation F6,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,5V2RMYU2,xptfeoheyd
415,Sample Bypass C14,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,true,High,,,ZUBCRFLQ,zvlshnjjnu
81,Mock Injection C1,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True ,Critical,,,KP44LWGF,gbcgcwwlcm
1125,Mock Injection D5-1,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False,Critical,,,XRQQCLW7,kcdtevqiyz
469,Mock Injection B14,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,PQZC4J8F,krtoymvftp
276,Mock Injection E13-1,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha, False,High,Evento raro C,,JUIL4ISD,yyqkfaajsw
124,Mock Injection A8-1,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True,Medium,,,SBTVNLEG,kqzplbhpun
78,Dummy Breach A19,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,Critical,,,CA8U6FIG,tqpzgajrpf
961,Trial Hijack D13,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,386P39LX,wtuipcpoba
6,Mock Injection B12-1,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,High,,,403X6C25,xbbrdajhky
347,Mock Injection B0-1,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Low,,,6X6YXNJJ,buwfpmfduz
430,Fake Overflow A8,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False ,,,,0GQQPD7X,pjkdecmtkr
684,Demo Spoofing D19-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Gamma,true,Medium,,,6LZ7LMHE,mdfnrpbtxe
583,Dummy Breach A2,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Alpha,FALSE,Low,,,WQPO88L6,arxpqqqote
381,Generic Compromise D17-2,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,False ,High,,,VW2ECKCP,xowwfdkxsk
465,Placeholder Attack F7,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Medium,Evento raro B,,PFQLE2R3,gvgafcqpes
115,Sample Bypass B15-2,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,false,High,,,HQ3DY3K4,hmoedgxzgs
959,Test Escalation F11,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False ,Critical,,,NQ5Q2KRZ,dsfjglwrvg
117,Generic Compromise F8-2,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,NWK6FHEF,anjyermfak
183,Sample Bypass C5,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,,,T8VK0SWM,hxlpkbjcla
506,Test Escalation B13-2,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta, False,,,,TRRAGUC3,znnlotdzww
104,Sample Bypass D12-2,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,Low,,,Q50IBZCW,mtfccycytp
767,Synthetic Exploit D3,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,true,,,,27IQRJ1O,jkvgdwpaqo
894,Placeholder Attack E10,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True,Medium,,,EIEGL6T3,tfujjtancs
980,Placeholder Attack E17-1,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, False,,,,8Y1BBLNQ,jrbhjhynpb
721,Dummy Breach D4,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,False ,Medium,,,5JF53TY1,tvvltkcxof
12,Sample Bypass F1-2,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False,Medium,,,0KF0F8J2,sooafccqsc
244,Mock Injection B2-1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,true,High,,,3QAVPXWK,vubksgxipc
535,Mock Injection F8,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha, False,Critical,,,62CPSGRQ,tugetajdxf
807,Test Escalation B19-1,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,Q2T11QOH,lepohmnpcn
783,Synthetic Exploit D16-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,False,,,,NQ8RP1WR,zhcojtrudq
705,Sample Bypass E16-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,False ,,,,T43TWYV9,huqqdrofje
147,Test Escalation E5,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,true,,,,CH7UD2SI,ggyyoyeqaw
680,Demo Spoofing F4,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,true,Low,,,4VAXOTG5,togdxzudmc
891,Synthetic Exploit F12-1,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,WIS14SK0,yhndaccyqq
1107,Test Escalation E17,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,false,Low,,,M5ET5L9G,hifrpmbryh
139,Synthetic Exploit A2,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,True ,Medium,,,Y4EA38C0,jbwjfqnjau
905,Test Escalation E17-1,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Low,,,6AYB31UZ,fzrikchsaw
520,Fake Overflow D7-1,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Medium,,,2CC2VNRF,krkuhctvpv
466,Synthetic Exploit B1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,High,,,BFA5Z66B,iwoaxppcsw
477,Generic Compromise D1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,DM05L5IG,bfyhjqpsot
777,Generic Compromise A1-1,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,True ,,,,85SBXCOA,sjegciroqn
768,Fake Overflow B18,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False ,Low,Evento raro B,,W13YPKY1,hywxqureph
408,Synthetic Exploit F7-1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Variant_A,Gamma,True ,Critical,,,F9WKV33J,kaqhaqooft
279,Placeholder Attack A14-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,Low,,,33S3AQJ7,drewwmyxrn
621,Fake Overflow A8-2,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,false,,,,FJPD6GC6,ykmtchpcxy
637,Dummy Breach F8,Se simula la explotación de un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,false,Medium,,,15BMZGXZ,cgoxeirxrl
950,Fake Overflow F2-1,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha, False,Low,,,35BQN8TY,tecxakicah
155,Dummy Breach E8,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Delta,Rare3,Standard,Delta,True ,,,,M35A5FYK,xoaxiuwwpi
921,Generic Compromise C16,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,,,,TZL2I7V7,rngmmyjoba
450,Test Escalation E2-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False,,,,JFBDFBCB,fejaronyjx
773,Sample Bypass F13-1,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,true,,,,T4TMEJYM,ecqqgxasbn
674,Trial Hijack E7-1,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Variant_B,Gamma,False ,Low,,,47666ZMA,zxqgkfwygr
1087,Trial Hijack E10,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,False ,High,Evento raro C,,KN95LJ8H,qwqkbqpcrf
1142,Trial Hijack F7,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,False ,Low,,,7SH8MX5J,tcectbkouv
98,Mock Injection C4,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha, True,Medium,,,YY02WPF9,bdqrzytufo
42,Fake Overflow E10-2,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha, True,Low,,,KWKS5D9O,zotsbkthdw
146,Mock Injection D3-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Rare3,Standard,Delta,TRUE,Low,Evento raro B,,GYCR8B54,zzpjyuaqdq
872,Sample Bypass F5,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Medium,,,7XTPHA9Q,mffvwtyesj
379,Sample Bypass E5-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,True,Critical,,,N3RIPE05,ayuimghsjj
698,Synthetic Exploit E11,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,false,Medium,,,NNB8XKPQ,euhhzeyeoe
868,Dummy Breach F4-1,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,0436LJJ6,kcgryjyedm
360,Demo Spoofing F11-1,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,false,Medium,,,KZ0PLWYG,ajpunxivdx
743,Demo Spoofing A14-1,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,True,Medium,,,MCXPIIXV,ykrszxjtzb
1090,Dummy Breach D13,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,False ,Medium,,,PIBMPHCH,yeazlcyxng
567,Sample Bypass C14-1,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,true,Low,,,OEF9YICO,gwocifamwy
970,Mock Injection C6,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,false,,,,QRTM8GHB,zzmewybklp
329,Test Escalation C7-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta, False,Medium,,,KHRWH349,mgwbdyokqk
251,Placeholder Attack B1-1,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Rare3,Standard,Delta,true,Critical,,,3WYJMQXN,ajeqnvygla
651,Mock Injection A3,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,true,High,,,3SA3FUS4,mqbywcepcz
825,Sample Bypass D10-1,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,6A6P0Q7I,rhxkuegnce
364,Test Escalation D0,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Rare3,Standard,Gamma, False,Low,,,SF3BXXCE,yjzxpwbuho
545,Demo Spoofing B14-1,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Rare3,Standard,Beta,FALSE,High,,,J9P3XMFS,onomzbaxci
336,Fake Overflow D19-1,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,true,Critical,,,NLRHKL4J,rpqbanlyof
618,Demo Spoofing E17-1,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,false,Medium,,,RUUPPSA2,yiggbralqj
86,Fake Overflow C1-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False,,,,7NI3WTJO,wwqizoxjgy
1198,Mock Injection D1,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,True ,,,,V51KCFZ0,pijaeyabnh
799,Fake Overflow B14,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False,Low,,,IA2LVUN2,gmgrbanrne
859,Test Escalation F19-2,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,false,,,,2OKKCCPH,jbvctrjfcn
1065,Dummy Breach A6-1,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,TT2QRZBI,wmmgvgroez
557,Fake Overflow B7-1,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,false,Medium,,,NK96OLTW,amvlrtejbr
1067,Synthetic Exploit D0,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,false,High,,,Z3GM1WRW,plahgsnzku
169,Synthetic Exploit D16-2,El escenario sintético representa una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False ,,,,HZYXWYTR,ndtsklidla
43,Dummy Breach F14,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,High,,,GC3U88NJ,nihepygmkm
1069,Dummy Breach B4,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,X93XJ5L2,ascwbjjnxu
54,Placeholder Attack D17-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False,Low,,,MK802N4J,fmnnsjdrgr
805,Generic Compromise C6-1,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,High,,,7UWX6R1Q,yzkghmoozj
1074,Demo Spoofing E15,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,true,,,,0H7TO0MU,vfnoerncpa
657,Fake Overflow D9-1,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Critical,,,BNM7A8OD,elefojiipb
1127,Fake Overflow E10-1,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,false,Critical,,,L5OATPJH,dxwsljlwgn
1042,Fake Overflow D17-2,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,False ,High,,,NSCS0B6I,lveeeyagsh
584,Test Escalation B12-1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,True ,Low,Evento raro C,,J1IKU6GX,ovsjdxmzcs
685,Placeholder Attack B9-1,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,,,,HBEVP4VZ,tixugdvtsq
453,Synthetic Exploit C8,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,7GA9NBSJ,undvnzzvga
1085,Demo Spoofing D11-2,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Variant_A,Beta,False,Critical,,,TBSLA5AZ,iycazpiuec
90,Synthetic Exploit A16-1,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,True ,Low,,,38IQMZLU,myppidovga
547,Synthetic Exploit E16-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, False,Medium,,,90TFI7I3,yyebjcjddv
951,Mock Injection F14-1,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,true,Low,,,3UE2H5LH,zrlepdgdtr
737,Fake Overflow D16-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,false,Medium,,,3CFDOTNA,kkmybxdgkm
482,Mock Injection C1-2,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,SKRCJGJE,yfimknaunl
688,Generic Compromise D8-1,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,High,,,DV1EC406,wojbuccyjy
553,Mock Injection A5-1,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,N3NJ8ZIP,bkjwkfoimd
1103,Trial Hijack A14-1,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,High,,,FW7K31BK,zsgquimfmz
1171,Sample Bypass F11-2,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Low,,,C23J6TXP,punbnkigsv
319,Synthetic Exploit B0-1,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha, False,Critical,,,EBWSREVR,nrmcjlksua
525,Trial Hijack B5-1,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False,Medium,,,CMC4GSMM,zfdmgajhny
