ID,Name,Description,Abstraction,Likelihood Of Attack,Status,Redundant_Of_Category,Binary_Noisy,Typical Severity,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text,description_length_chars
607,Trial Hijack B19-1,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,FDDUNTYA,itpcmpszmg,115
132,Trial Hijack A15,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Rare3,Standard,Alpha,FALSE,Critical,,,0JNL177L,emtmlkspsa,114
648,Mock Injection D6-1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,3VB4VXEU,vavrlcixth,117
1023,Synthetic Exploit F14-2,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,,,,AB62LHK5,ogdsmbcmzy,108
1076,Generic Compromise C6,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,Q3VWOJ1S,azwjtqhhun,115
627,Generic Compromise B1-2,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,NK3NL7YP,pirdrcylhz,120
985,Dummy Breach C1-1,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,,,,W8AKUI4B,jdypxljbro,122
355,Fake Overflow B12-2,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,,,,NTD44LRM,goigbsfcar,106
38,Trial Hijack A1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,B76VHJCB,fwtgdmihpw,117
297,Demo Spoofing E7-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Critical,,,CS10LVB0,qwyrsslalm,120
590,Trial Hijack E19,Este registro de prueba describe una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,High,,,QODILA2O,tpyfcmihrg,115
928,Generic Compromise B13-2,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Low,,,PPPXJLSJ,aeppkzhhjl,117
1139,Mock Injection F13,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,Valor excepcional,R56P64HH,xahspcmjjs,108
1111,Placeholder Attack E15-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,FJYFN4PT,bljlufgfnd,118
960,Placeholder Attack B18-1,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,BECJO219,ozaklodvkl,113
691,Mock Injection F3,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,E64HY355,vpmgawurzx,109
370,Mock Injection D10-1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,High,,,IS61BR19,hmqsdopkoi,117
658,Dummy Breach F2-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,BKV37N9H,havzobagll,108
974,Synthetic Exploit D4-1,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,4JIFBPE8,nlqlzaosuu,105
222,Test Escalation E11,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,QN102QPZ,eataioocle,115
900,Trial Hijack D18,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,RNBQFHDV,bhdexijeye,112
161,Sample Bypass B11-1,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,AH2HSRWF,gxszctqkml,112
471,Sample Bypass A13,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,AG0B72W4,xhyoqrdnyo,108
361,Generic Compromise D18-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,W6SXMRPT,umygfodfft,120
299,Test Escalation D16,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,NF7LIQBH,ffozivcqsh,107
963,Mock Injection F1-1,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,46YWARUZ,tpwerdppsn,123
332,Mock Injection B0,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,,,,HRTVDHTA,gedwtjyedk,120
771,Generic Compromise B6,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,N7UHAHHB,vjsxpikpdl,120
194,Mock Injection C3,Caso ficticio generado para evaluar un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,,,,Y225I3R2,zqzxncybpk,115
367,Generic Compromise C5,El escenario sintético representa un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,1YQ7OFE6,dgzrezbhhp,118
629,Placeholder Attack A10-1,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,UT4S9Y1D,fmhkywbxlb,105
373,Mock Injection E16,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Gamma,Rare3,Standard,Gamma,TRUE,Low,Evento raro C,,3SETH9B0,pvgmldcbgi,104
1092,Sample Bypass E7,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,SDCBQEYM,dkntlgxqjv,120
454,Generic Compromise A4-1,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,FC3VPNO8,apsyshpmcg,118
142,Fake Overflow B17,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,G7LVC3JH,dnnolsqcss,116
870,Fake Overflow E3-1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,,,,6NHK9CBF,vmdecemqff,120
652,Dummy Breach D19-1,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,18IE95I3,xyaiqrbodm,110
920,Fake Overflow A14-2,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,6CTP8YZE,dxmpahkhct,120
977,Synthetic Exploit D10,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,OS1EU944,fpxbjafgbp,116
392,Mock Injection D9-1,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,2DNDOFCB,yqaoonnswc,125
495,Test Escalation B3,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Low,,,G7BDX7MS,foffuhvztl,120
365,Placeholder Attack A4-1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,8O36G7FL,hrzvzoekgo,120
815,Generic Compromise B17,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,H76X6ORH,rfbqkdnfni,108
213,Fake Overflow E9,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,OQH0KJ4R,kvqkxtbgrn,116
191,Test Escalation D8,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,PNED4QSZ,evawiwjopp,114
830,Generic Compromise B0,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Rare3,Variant_A,Delta,FALSE,Critical,,,ZV0ZOPCB,jdwnryoaic,121
831,Synthetic Exploit C12-2,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Variant_A,Gamma,FALSE,Critical,,,ANELMDJQ,ztuyrfznop,118
1091,Dummy Breach B7-2,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,V1132EP8,lyrfzervgt,115
609,Fake Overflow E17,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,High,,,N2G4ULJG,uqrkcdtmhb,120
433,Sample Bypass B15,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,,,,9LX4AKQQ,xpqbcfntos,121
1116,Trial Hijack C6,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,,,,IYA7ZVLJ,jmarfenhoj,117
580,Generic Compromise E5-1,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,High,,,EOJ78LSL,lhcondrszs,111
626,Demo Spoofing F16-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,High,,,UIFU63JN,jwopqiezct,119
1027,Trial Hijack C12,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,,,,N3Y2ERR5,drirxfxueg,116
1135,Fake Overflow F2-3,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Rare3,Standard,Gamma,FALSE,Medium,,,RDZSU80H,umjwqpseoo,117
285,Synthetic Exploit B5,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,LZAPFKTD,twkfsiewpm,116
1119,Dummy Breach D7,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,K3F3NGW1,wpfmxdtpra,116
100,Test Escalation E4,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Rare3,Standard,Alpha,TRUE,,,,8IXXTYJ3,bezxkytbfp,120
212,Test Escalation F1,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,Z2GGF588,tzjyccydfn,122
1167,Trial Hijack A5-1,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Low,,,T00SMY18,qwrwdodfdj,119
641,Fake Overflow C17-2,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Low,,,BMFM3K8S,cgnijsuzuj,112
640,Demo Spoofing C16-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,HTN4ISRO,gepcsvrjic,116
689,Demo Spoofing C13,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,,,,PZQFG7W9,jaimweuxmc,116
150,Trial Hijack A3,Se simula la explotación de un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,KPVPZRI3,rebgbalkxy,103
606,Demo Spoofing B14,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Rare3,Variant_B,Beta,TRUE,High,,,P16N033T,vwpxsvtiht,122
812,Synthetic Exploit F5-2,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,G6076VM7,qbsqqnrnql,116
998,Trial Hijack F6-1,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,ZRNFZJ7J,gyoklhbmdm,116
1037,Trial Hijack E1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,HYBTKYQC,inenaqogsn,107
333,Placeholder Attack C18-1,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,,,,MOB6XRIA,odiqoxwmjq,114
126,Demo Spoofing B18-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,44TL4ACV,emflakqucw,124
836,Sample Bypass F3,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,J6RR1MU4,lkmdqgdrro,117
912,Placeholder Attack E0-2,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,59LBAYQU,xpuxsvjipv,107
71,Placeholder Attack E12,Se simula la explotación de un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,RK10GKER,mnqeylnokz,99
23,Fake Overflow C8-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,11F3KVB0,plwtyfmwrq,122
739,Demo Spoofing F12,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,,,,LIAKFGDY,cnvtdccbih,107
639,Dummy Breach D17-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,High,Evento raro C,,1TVZJGH9,cnizolbqvg,125
76,Sample Bypass F0-1,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,NOEGLYYR,lulgfihqcn,112
660,Synthetic Exploit F10-2,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,,,,QIR1ABP7,cbxvthflhf,112
350,Synthetic Exploit C6-1,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,HNWTKLBO,edhirjtjsn,109
502,Generic Compromise F7,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,,,,12JX21L2,bknfasolpp,124
978,Generic Compromise C0-1,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,N3CEQYH5,fzjjddtmlv,119
464,Mock Injection D14,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,KDO6XWQI,qcovgdxrcc,124
256,Trial Hijack E15,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,,,,N4FBC6JS,brkhhjkovm,121
270,Fake Overflow D16,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,M47VNVM0,mvesaoutfd,111
683,Dummy Breach B0,El escenario sintético representa una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,CTP0NXWB,mtqoynqnkb,114
527,Trial Hijack E8,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,MVGYSCVX,nelrhijahu,112
31,Placeholder Attack D18,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,WR9QB6EG,iqboghglfg,108
1191,Placeholder Attack A3-1,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,JYE4VGM1,qkshbwkkdv,114
782,Generic Compromise D19-1,Este registro de prueba describe un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,Q0IFFISU,vsthlskowo,117
642,Demo Spoofing A1-1,El escenario sintético representa un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Low,,,7ROCPV63,lgfmlkqvwe,118
401,Placeholder Attack C17-1,Caso ficticio generado para evaluar un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,0T9EOJ4E,oarmnogapm,115
778,Test Escalation F6,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,5V2RMYU2,xptfeoheyd,113
415,Sample Bypass C14,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,High,,,ZUBCRFLQ,zvlshnjjnu,123
81,Mock Injection C1,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,KP44LWGF,gbcgcwwlcm,116
1125,Mock Injection D5-1,El escenario sintético representa una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Critical,,,XRQQCLW7,kcdtevqiyz,120
469,Mock Injection B14,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,PQZC4J8F,krtoymvftp,120
276,Mock Injection E13-1,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,Evento raro C,,JUIL4ISD,yyqkfaajsw,112
124,Mock Injection A8-1,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,SBTVNLEG,kqzplbhpun,116
78,Dummy Breach A19,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,CA8U6FIG,tqpzgajrpf,114
961,Trial Hijack D13,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,386P39LX,wtuipcpoba,122
6,Mock Injection B12-1,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,High,,,403X6C25,xbbrdajhky,104
347,Mock Injection B0-1,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Low,,,6X6YXNJJ,buwfpmfduz,114
430,Fake Overflow A8,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,0GQQPD7X,pjkdecmtkr,118
684,Demo Spoofing D19-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Gamma,TRUE,Medium,,,6LZ7LMHE,mdfnrpbtxe,118
583,Dummy Breach A2,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Alpha,FALSE,Low,,,WQPO88L6,arxpqqqote,121
381,Generic Compromise D17-2,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,VW2ECKCP,xowwfdkxsk,114
465,Placeholder Attack F7,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Medium,Evento raro B,,PFQLE2R3,gvgafcqpes,117
115,Sample Bypass B15-2,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,High,,,HQ3DY3K4,hmoedgxzgs,106
959,Test Escalation F11,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,NQ5Q2KRZ,dsfjglwrvg,115
117,Generic Compromise F8-2,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,NWK6FHEF,anjyermfak,106
183,Sample Bypass C5,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,,,T8VK0SWM,hxlpkbjcla,125
506,Test Escalation B13-2,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,TRRAGUC3,znnlotdzww,116
104,Sample Bypass D12-2,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,Low,,,Q50IBZCW,mtfccycytp,116
767,Synthetic Exploit D3,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,,,,27IQRJ1O,jkvgdwpaqo,104
894,Placeholder Attack E10,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,EIEGL6T3,tfujjtancs,114
980,Placeholder Attack E17-1,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,,,,8Y1BBLNQ,jrbhjhynpb,114
721,Dummy Breach D4,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,5JF53TY1,tvvltkcxof,116
12,Sample Bypass F1-2,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,0KF0F8J2,sooafccqsc,121
244,Mock Injection B2-1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,High,,,3QAVPXWK,vubksgxipc,107
535,Mock Injection F8,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Critical,,,62CPSGRQ,tugetajdxf,109
807,Test Escalation B19-1,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,Q2T11QOH,lepohmnpcn,104
783,Synthetic Exploit D16-1,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,NQ8RP1WR,zhcojtrudq,118
705,Sample Bypass E16-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,T43TWYV9,huqqdrofje,123
147,Test Escalation E5,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,,,,CH7UD2SI,ggyyoyeqaw,124
680,Demo Spoofing F4,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,4VAXOTG5,togdxzudmc,125
891,Synthetic Exploit F12-1,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,WIS14SK0,yhndaccyqq,123
1107,Test Escalation E17,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Low,,,M5ET5L9G,hifrpmbryh,117
139,Synthetic Exploit A2,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,Y4EA38C0,jbwjfqnjau,108
905,Test Escalation E17-1,Este registro de prueba describe una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Low,,,6AYB31UZ,fzrikchsaw,117
520,Fake Overflow D7-1,Se simula la explotación de una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,2CC2VNRF,krkuhctvpv,116
466,Synthetic Exploit B1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,High,,,BFA5Z66B,iwoaxppcsw,120
477,Generic Compromise D1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,DM05L5IG,bfyhjqpsot,120
777,Generic Compromise A1-1,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,,,,85SBXCOA,sjegciroqn,105
768,Fake Overflow B18,Se simula la explotación de una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Low,Evento raro B,,W13YPKY1,hywxqureph,115
408,Synthetic Exploit F7-1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Variant_A,Gamma,TRUE,Critical,,,F9WKV33J,kaqhaqooft,120
279,Placeholder Attack A14-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,33S3AQJ7,drewwmyxrn,108
621,Fake Overflow A8-2,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,,,,FJPD6GC6,ykmtchpcxy,121
